0.001, 520.218
0.00105, 520.268
0.0011025, 520.195
0.00115763, 521.249
0.00121551, 520.66
0.00127628, 522.176
0.0013401, 520.409
0.0014071, 521.686
0.00147746, 521.376
0.00155133, 520.355
0.00162889, 521.67
0.00171034, 522.488
0.00179586, 521.08
0.00188565, 523.465
0.00197993, 522.453
0.00207893, 522.9
0.00218287, 522.617
0.00229202, 523.034
0.00240662, 522.575
0.00252695, 523.167
0.0026533, 523.948
0.00278596, 522.116
0.00292526, 523.636
0.00307152, 523.436
0.0032251, 524.946
0.00338635, 525.556
0.00355567, 525.942
0.00373346, 523.544
0.00392013, 525.37
0.00411614, 525.956
0.00432194, 524.592
0.00453804, 526.2
0.00476494, 526.066
0.00500319, 527.983
0.00525335, 527.808
0.00551602, 528.38
0.00579182, 527.445
0.00608141, 528.127
0.00638548, 530.592
0.00670475, 531.065
0.00703999, 530.093
0.00739199, 534.679
0.00776159, 532.638
0.00814967, 532.092
0.00855715, 535.009
0.00898501, 535.779
0.00943426, 535.159
0.00990597, 536.106
0.0104013, 538.014
0.0109213, 537.807
0.0114674, 538.819
0.0120408, 539.058
0.0126428, 540.457
0.0132749, 540.926
0.0139387, 543.209
0.0146356, 543.559
0.0153674, 545.515
0.0161358, 547.748
0.0169426, 549.861
0.0177897, 550.93
0.0186792, 553.165
0.0196131, 554.951
0.0205938, 555.875
0.0216235, 558.721
0.0227047, 560.337
0.0238399, 562.984
0.0250319, 565.603
0.0262835, 567.432
0.0275977, 568.53
0.0289775, 571.792
0.0304264, 577.52
0.0319477, 578.546
0.0335451, 584.598
0.0352224, 585.482
0.0369835, 590.316
0.0388327, 595.126
0.0407743, 600.954
0.042813, 604.791
0.0449537, 610.586
0.0472014, 616.702
0.0495614, 619.639
0.0520395, 625.241
0.0546415, 635.188
0.0573736, 639.853
0.0602422, 651.451
0.0632544, 654.649
0.0664171, 662.312
0.0697379, 674.62
0.0732248, 684.677
0.0768861, 696.001
0.0807304, 707.348
0.0847669, 719.115
0.0890052, 739.611
0.0934555, 751.523
0.0981283, 766.658
0.103035, 787.603
0.108186, 807.528
0.113596, 831.473
0.119276, 848.681
0.125239, 876.973
0.131501, 912.024
0.138076, 946.108
0.14498, 980.595
0.152229, 1023.35
0.159841, 1070.61
0.167833, 1118.62
0.176224, 1191.07
0.185035, 1261.51
0.194287, 1337.08
0.204002, 1431.51
0.214202, 1530.79
0.224912, 1655.96
0.236157, 1840.89
0.247965, 2019.51
0.260363, 2249.17
0.273382, 2550.83
0.287051, 2923.4
0.301403, 3425.12
0.316473, 4137.78
0.332297, 5027.92
0.348912, 6515.23
0.366358, 8717.25
0.384675, 12624.9
0.403909, 19522.6
0.424105, 37837.3
0.44531, 80389.3
0.467575, 305098
0.490954, 1.54522e+06
0.515502, 3.00035e+06
0.541277, 1.99684e+07
